County,Precinct,Biden VBM,Biden EV,Biden ED,Ossoff VBM,Ossoff EV,Ossoff ED,Registered Voters,Trump Election Day Votes,Trump Advanced Voting Votes,Trump Absentee by Mail Votes,Trump Provisional Votes,Trump Total Votes,Biden Election Day Votes,Biden Advanced Voting Votes,Biden Absentee by Mail Votes,Biden Provisional Votes,Biden Total Votes,Registered Voters,Perdue Election Day Votes,Perdue Advanced Voting Votes,Perdue Absentee by Mail Votes,Perdue Provisional Votes,Perdue Total Votes,Ossoff Election Day Votes,Ossoff Advanced Voting Votes,Ossoff Absentee by Mail Votes,Ossoff Provisional Votes,Ossoff Total Votes
Mcintosh,271,54.50%,30.20%,34.20%,53.70%,29.80%,33.70%,2157,187,620,136,0,943,97,268,163,0,528,2157,187,614,133,0,934,95,261,154,0,510
Meriwether,1,47.10%,7.00%,8.50%,41.20%,6.10%,9.00%,451,173,107,27,0,307,16,8,24,0,48,451,171,108,30,0,309,17,7,21,0,45
Meriwether,2,50.40%,27.90%,34.60%,47.20%,26.60%,35.70%,1662,284,338,139,0,761,149,131,141,1,422,1662,268,340,142,0,750,148,123,127,1,399
Meriwether,3,87.30%,67.20%,80.00%,87.10%,67.40%,80.30%,1000,38,78,30,0,146,152,160,207,0,519,1000,37,76,29,0,142,151,157,196,0,504
Meriwether,4,65.10%,19.00%,48.50%,58.10%,16.30%,51.50%,296,35,81,22,0,138,32,19,41,1,93,296,33,82,26,0,141,34,16,36,1,87
Meriwether,5,64.60%,44.10%,49.30%,62.20%,42.90%,48.10%,2009,109,457,110,0,676,105,360,201,1,667,2009,108,463,113,0,684,99,348,186,1,634
Meriwether,6,74.30%,35.30%,35.70%,72.30%,36.10%,36.90%,1263,160,273,59,0,492,89,149,171,0,409,1263,157,269,62,0,488,92,152,162,0,406
Meriwether,7,59.40%,30.80%,29.90%,58.00%,31.20%,30.50%,2760,396,626,164,0,1186,169,278,240,0,687,2760,380,612,161,0,1153,167,278,222,0,667
Meriwether,8,54.50%,25.50%,32.30%,54.30%,25.60%,32.90%,1528,251,359,112,1,723,118,123,134,2,377,1528,242,354,107,1,704,117,122,127,2,368
Meriwether,9,57.60%,13.70%,19.60%,54.00%,13.80%,18.60%,411,82,107,28,0,217,20,17,38,0,75,411,83,106,29,0,218,19,17,34,0,70
Meriwether,10,60.40%,35.80%,52.60%,60.20%,36.00%,52.10%,1363,157,267,89,0,513,174,149,136,0,459,1363,152,263,84,0,499,165,148,127,0,440
Meriwether,11,43.30%,28.40%,36.30%,40.40%,27.90%,35.90%,1161,178,282,85,1,546,102,112,65,0,279,1161,176,279,87,1,543,99,108,59,0,266
Meriwether,12,55.00%,32.90%,20.50%,52.40%,33.60%,22.70%,730,163,145,49,0,357,42,71,60,0,173,730,157,142,49,0,348,46,72,54,0,172
Meriwether,13,41.00%,14.30%,12.40%,37.30%,13.60%,13.40%,501,113,162,36,0,311,16,27,25,0,68,501,110,159,37,0,306,17,25,22,0,64
Meriwether,14,16.70%,0.00%,5.20%,14.70%,6.70%,6.30%,202,91,30,30,0,151,5,0,6,0,11,202,90,28,29,0,147,6,2,5,0,13
Miller,1,45.60%,21.80%,24.60%,43.30%,20.30%,24.00%,3912,530,1269,264,3,2066,174,354,221,0,749,3912,525,1258,262,2,2047,166,321,200,0,687
Mitchell,BA,73.60%,37.70%,38.60%,72.50%,37.40%,39.10%,1129,156,205,39,0,400,98,124,109,0,331,1129,151,206,39,0,396,97,123,103,0,323
Mitchell,BV,51.80%,18.40%,6.00%,53.70%,17.40%,6.60%,599,172,186,27,0,385,11,42,29,0,82,599,169,185,25,0,379,12,39,29,0,80
Mitchell,CN,93.20%,70.20%,82.20%,91.20%,68.10%,80.50%,1996,42,178,28,0,248,194,420,386,0,1000,1996,46,187,35,0,268,190,399,364,0,953
Mitchell,CS,66.50%,39.70%,60.80%,64.50%,39.00%,58.20%,3475,114,871,212,0,1197,174,573,421,3,1171,3475,119,868,218,0,1205,163,555,396,3,1117
Mitchell,CT,20.50%,7.70%,6.70%,22.50%,7.70%,6.70%,399,181,72,35,0,288,13,6,9,0,28,399,180,72,31,0,283,13,6,9,0,28
Mitchell,HF,38.50%,10.80%,12.50%,36.10%,11.70%,10.80%,350,96,91,24,2,213,14,11,15,0,40,350,97,91,23,2,213,12,12,13,0,37
Mitchell,HI,72.70%,19.00%,1.30%,66.70%,23.80%,2.50%,134,79,17,3,0,99,1,4,8,0,13,134,78,16,3,0,97,2,5,6,0,13
Mitchell,LS,46.40%,13.20%,10.60%,47.40%,13.90%,12.10%,1357,278,330,96,0,704,32,50,83,1,166,1357,269,321,91,0,681,36,52,82,1,171
Mitchell,PC,15.00%,29.40%,10.80%,5.30%,21.20%,9.60%,162,66,24,17,0,107,8,10,3,0,21,162,66,26,18,0,110,7,7,1,0,15
Mitchell,PE,70.20%,37.60%,53.00%,67.90%,37.50%,51.90%,3489,224,679,177,0,1080,252,410,417,1,1080,3489,224,671,184,0,1079,241,402,390,1,1034
Mitchell,SC,45.20%,32.40%,12.80%,43.90%,31.90%,13.00%,384,143,48,23,0,214,21,23,19,0,63,384,140,47,23,0,210,21,22,18,0,61
Monroe,1,44.40%,18.60%,12.10%,41.70%,17.60%,12.10%,2297,342,940,175,1,1458,47,215,140,0,402,2297,332,943,175,1,1451,46,201,125,0,372
Monroe,2,41.10%,13.40%,7.10%,33.30%,13.10%,7.30%,1123,221,519,56,0,796,17,80,39,0,136,1123,216,516,58,0,790,17,78,29,0,124
Monroe,3,40.00%,18.10%,9.80%,35.50%,17.30%,9.30%,2268,422,924,174,3,1523,45,204,116,1,366,2268,425,931,176,3,1535,43,195,97,1,336
Monroe,4,56.90%,28.50%,16.70%,54.20%,29.00%,19.00%,800,198,188,28,1,415,40,75,37,0,152,800,187,184,27,1,399,44,75,32,0,151
Monroe,5,70.50%,16.60%,19.30%,68.90%,16.80%,19.20%,718,138,272,18,0,428,33,54,43,0,130,718,135,267,19,0,421,32,54,42,0,128
Monroe,6,51.70%,30.60%,31.10%,50.00%,31.80%,30.10%,454,111,75,28,0,214,49,33,30,1,113,454,109,73,29,0,211,46,34,29,1,110
Monroe,7,48.60%,16.60%,14.90%,51.40%,16.00%,14.80%,996,149,372,37,0,558,26,74,35,0,135,996,144,372,35,0,551,25,71,37,0,133
Monroe,8,42.20%,18.00%,15.80%,38.10%,17.50%,18.00%,2127,282,873,119,0,1274,53,192,87,0,332,2127,259,867,122,0,1248,57,184,75,0,316
Monroe,9,79.60%,49.30%,48.60%,78.80%,48.10%,48.10%,4640,208,976,150,0,1334,197,948,587,0,1732,4640,206,985,150,0,1341,191,913,557,0,1661
Monroe,10,38.30%,14.60%,9.90%,39.40%,14.10%,13.50%,1994,345,610,113,1,1069,38,104,70,0,212,1994,327,597,103,1,1028,51,98,67,0,216
Monroe,11,73.90%,45.00%,23.30%,69.50%,46.90%,24.70%,722,122,154,29,0,305,37,126,82,0,245,722,113,147,32,0,292,37,130,73,0,240
Monroe,12,42.10%,14.90%,11.90%,39.20%,15.60%,13.20%,1319,207,541,62,0,810,28,95,45,0,168,1319,203,534,62,0,799,31,99,40,0,170
Monroe,13,44.20%,23.50%,20.10%,43.30%,23.20%,21.50%,1214,223,319,58,0,600,56,98,46,0,200,1214,216,315,55,0,586,59,95,42,0,196
Monroe,14,50.00%,14.80%,15.20%,43.30%,11.80%,14.20%,466,134,127,15,0,276,24,22,15,0,61,466,133,127,17,0,277,22,17,13,0,52
Montgomery,1,59.30%,19.70%,27.20%,59.30%,19.50%,25.30%,431,67,155,22,0,244,25,38,32,0,95,431,68,153,22,0,243,23,37,32,0,92
Montgomery,2,27.10%,15.30%,5.40%,26.10%,16.00%,6.20%,472,140,150,35,0,325,8,27,13,0,48,472,136,147,34,0,317,9,28,12,0,49
Montgomery,3,50.30%,18.60%,13.90%,45.30%,18.20%,13.90%,1340,273,420,76,0,769,44,96,77,0,217,1340,267,417,82,0,766,43,93,68,0,204
Montgomery,4,22.40%,6.90%,4.10%,21.10%,7.00%,7.10%,532,162,148,59,0,369,7,11,17,0,35,532,157,147,56,0,360,12,11,15,0,38
Montgomery,5,60.80%,35.80%,43.60%,56.60%,32.70%,40.30%,1444,146,326,73,0,545,113,182,113,0,408,1444,151,335,76,0,562,102,163,99,0,364
Montgomery,6,12.80%,2.00%,7.20%,8.30%,3.00%,7.30%,333,116,97,34,0,247,9,2,5,0,16,333,115,96,33,0,244,9,3,3,0,15
Montgomery,7,48.20%,24.00%,17.70%,51.00%,24.60%,21.70%,911,205,199,57,0,461,44,63,53,0,160,911,191,193,51,0,435,53,63,53,0,169
Morgan,1,76.80%,48.10%,60.90%,74.60%,46.70%,59.70%,2919,100,721,115,0,936,155,668,381,1,1205,2919,104,735,119,0,958,153,643,350,1,1147
Morgan,2,45.10%,20.60%,12.30%,44.30%,20.10%,11.60%,2228,413,858,139,2,1412,58,223,114,0,395,2228,426,851,131,2,1410,56,214,104,0,374
Morgan,3,45.90%,12.10%,16.70%,46.60%,11.50%,16.30%,862,140,340,73,0,553,28,47,62,0,137,862,139,338,70,0,547,27,44,61,0,132
Morgan,4,48.30%,23.50%,29.20%,45.50%,21.80%,27.20%,2761,209,1123,211,0,1543,86,345,197,0,628,2761,211,1136,211,0,1558,79,316,176,0,571
Morgan,5,47.30%,12.30%,8.80%,44.00%,12.00%,6.80%,709,135,328,39,0,502,13,46,35,0,94,709,136,330,42,0,508,10,45,33,0,88
Morgan,6,40.60%,16.90%,17.30%,40.30%,15.30%,16.20%,2655,405,1119,158,0,1682,85,228,108,0,421,2655,403,1130,154,0,1687,78,204,104,0,386
Morgan,7,41.70%,21.60%,13.40%,39.80%,21.50%,12.30%,2690,463,935,203,1,1602,71,258,145,1,475,2690,457,930,203,1,1591,64,255,134,0,453
Murray,1013,33.30%,10.50%,13.90%,30.40%,11.00%,14.40%,2524,335,980,138,0,1453,54,115,69,0,238,2524,326,949,135,0,1410,55,117,59,0,231
Murray,1039,32.20%,14.90%,15.30%,32.10%,14.70%,16.20%,2940,618,914,145,0,1677,112,160,69,0,341,2940,597,890,129,0,1616,115,153,61,0,329
Murray,1291,23.00%,10.00%,9.40%,24.80%,10.80%,10.50%,3215,697,859,201,0,1757,72,95,60,0,227,3215,668,815,188,0,1671,78,99,62,0,239
Murray,1895,43.10%,13.80%,17.10%,43.30%,13.90%,18.70%,3671,528,1343,197,0,2068,109,215,149,0,473,3671,504,1318,186,0,2008,116,212,142,0,470
Murray,824,34.80%,14.10%,13.00%,33.70%,14.30%,14.20%,5766,671,2316,416,0,3403,100,380,222,0,702,5766,649,2255,395,0,3299,107,375,201,0,683
Murray,872,26.70%,9.80%,7.80%,28.20%,11.20%,9.20%,2045,482,608,137,0,1227,41,66,50,0,157,2045,466,581,127,0,1174,47,73,50,0,170
Murray,874,32.10%,8.50%,7.00%,35.00%,8.50%,8.50%,2123,562,669,127,0,1358,42,62,60,0,164,2123,546,654,115,0,1315,51,61,62,0,174
Muscogee,101,83.40%,71.50%,73.20%,80.10%,70.20%,72.60%,5289,124,433,159,0,716,339,1088,801,0,2228,5289,124,445,182,0,751,329,1049,734,0,2112
Muscogee,102,95.70%,95.10%,90.70%,94.40%,95.00%,91.40%,4374,25,59,38,0,122,243,1139,845,0,2227,4374,23,59,47,0,129,243,1118,798,0,2159
Muscogee,103,94.30%,93.50%,86.30%,92.50%,93.10%,88.90%,5341,42,117,71,0,230,261,1694,1166,3,3124,5341,34,123,89,0,246,269,1662,1102,3,3036
Muscogee,104,57.60%,39.30%,29.50%,55.10%,39.80%,29.20%,2747,304,550,177,0,1031,127,356,240,0,723,2747,300,530,183,0,1013,124,351,225,0,700
Muscogee,105,57.70%,36.10%,28.30%,54.20%,36.70%,29.00%,3265,353,730,259,4,1346,141,413,354,0,908,3265,349,715,266,4,1334,144,414,315,0,873
Muscogee,106,57.00%,38.60%,27.60%,54.10%,38.30%,26.80%,6684,649,1500,491,0,2640,247,943,650,1,1841,6684,653,1488,498,0,2639,238,924,588,1,1751
Muscogee,107,64.70%,40.10%,43.60%,63.60%,39.30%,43.00%,4464,285,643,190,0,1118,220,431,349,0,1000,4464,282,643,187,0,1112,213,416,327,0,956
Muscogee,108,54.50%,27.90%,22.00%,51.20%,26.90%,22.20%,6492,567,2078,593,5,3243,155,805,710,6,1676,6492,570,2095,616,5,3286,158,770,647,6,1581
Muscogee,109,48.40%,27.00%,18.30%,40.80%,23.60%,15.40%,2692,245,820,388,0,1453,55,303,364,0,722,2692,251,851,432,1,1535,46,263,298,0,607
Muscogee,110,93.00%,94.50%,90.90%,93.30%,93.70%,89.20%,6169,53,70,65,0,188,526,1203,857,3,2589,6169,62,78,58,0,198,507,1164,802,3,2476
Muscogee,112,85.50%,80.50%,70.50%,84.10%,80.10%,71.70%,10204,245,393,224,2,864,585,1625,1323,4,3537,10204,231,392,232,1,856,584,1576,1224,4,3388
Muscogee,113,96.90%,94.30%,87.40%,95.90%,94.10%,88.90%,6022,61,113,38,0,212,422,1856,1186,1,3465,6022,52,114,48,0,214,415,1825,1134,1,3375
Muscogee,114,92.60%,93.00%,86.00%,92.00%,92.80%,84.70%,4461,54,104,69,0,227,333,1376,858,0,2567,4461,58,106,72,0,236,321,1364,823,0,2508
Muscogee,115,84.70%,84.00%,76.00%,83.40%,83.00%,74.50%,7078,124,336,204,0,664,392,1766,1128,0,3286,7078,132,352,210,0,694,385,1724,1058,0,3167
Muscogee,116,88.40%,87.80%,84.00%,87.30%,87.60%,83.10%,7613,85,303,165,0,553,445,2189,1262,0,3896,7613,89,305,171,0,565,437,2149,1171,0,3757
Muscogee,117,62.20%,52.50%,39.40%,60.50%,51.70%,41.60%,5612,408,886,376,0,1670,265,980,620,0,1865,5612,386,889,385,0,1660,275,950,589,0,1814
Muscogee,118,59.10%,39.20%,40.70%,55.50%,38.40%,39.10%,5677,360,1380,450,0,2190,247,888,650,0,1785,5677,368,1390,477,0,2235,236,866,595,0,1697
Muscogee,119,53.60%,36.40%,31.00%,51.70%,36.60%,32.70%,5415,485,1205,456,0,2146,217,689,527,1,1434,5415,463,1185,461,0,2109,225,684,494,0,1403
Muscogee,120,61.20%,42.90%,32.30%,58.00%,42.30%,32.10%,7959,672,1725,627,0,3024,321,1295,989,0,2605,7959,657,1733,650,0,3040,311,1268,898,0,2477
Muscogee,121,65.10%,52.50%,39.70%,61.50%,51.80%,40.10%,3192,260,539,195,0,994,170,595,363,1,1129,3192,251,540,205,0,996,168,580,327,0,1075
Muscogee,122,81.40%,70.90%,65.80%,79.20%,68.10%,64.50%,1955,54,123,60,1,238,102,299,263,4,668,1955,53,133,65,2,253,97,284,248,3,632
Muscogee,124,59.40%,44.50%,38.10%,56.90%,44.70%,38.30%,4512,344,690,285,1,1320,212,554,417,0,1183,4512,339,676,286,1,1302,211,547,378,0,1136
Muscogee,125,81.80%,71.70%,62.40%,81.00%,70.60%,65.10%,3095,113,192,75,2,382,186,486,337,5,1014,3095,102,191,74,1,368,188,459,315,4,966
Muscogee,126,75.10%,70.80%,48.00%,76.60%,70.30%,47.70%,3235,179,317,143,2,641,164,767,431,3,1365,3235,176,312,127,3,618,161,740,416,2,1319
Muscogee,127,62.50%,45.20%,32.00%,60.70%,44.10%,34.20%,7331,436,1800,601,0,2837,204,1487,1000,1,2692,7331,412,1815,610,0,2837,213,1430,943,1,2587
Newton,1,75.20%,57.30%,52.90%,73.80%,57.20%,52.90%,1833,172,140,86,0,398,193,188,261,0,642,1833,172,140,86,0,398,193,187,242,0,622
Newton,2,81.70%,73.60%,72.60%,81.00%,72.90%,72.40%,4378,203,228,174,0,605,538,636,776,1,1951,4378,200,230,174,0,604,524,620,741,1,1886
Newton,3,83.00%,81.40%,64.30%,83.20%,81.70%,66.40%,5009,284,288,191,0,763,507,1260,934,4,2705,5009,263,279,183,0,725,517,1246,906,2,2671
Newton,4,58.20%,52.00%,35.60%,57.00%,51.70%,34.80%,4620,568,702,416,1,1687,313,760,580,2,1655,4620,573,700,415,1,1689,304,748,550,2,1604
Newton,5,59.90%,56.30%,43.50%,58.90%,56.00%,43.90%,3111,356,341,248,1,946,275,440,370,0,1085,3111,353,343,240,1,937,277,437,344,0,1058
Newton,6,48.50%,31.60%,15.80%,48.10%,31.80%,16.20%,3538,1103,475,265,2,1845,205,219,250,2,676,3538,1086,467,256,2,1811,210,218,237,1,666
Newton,7,44.60%,32.10%,16.50%,45.30%,32.00%,17.30%,2623,748,426,267,0,1441,148,201,215,0,564,2623,740,422,255,0,1417,155,199,211,0,565
Newton,8,68.10%,60.80%,43.10%,68.50%,62.20%,43.70%,2838,366,233,160,0,759,276,361,342,1,980,2838,355,219,151,0,725,275,361,329,1,966
Newton,9,81.20%,74.00%,55.70%,80.40%,74.40%,57.10%,4593,338,325,171,3,837,424,927,739,4,2094,4593,320,318,170,3,811,428,922,699,2,2051
Newton,10,72.00%,54.70%,39.00%,72.00%,54.90%,39.60%,6215,758,868,327,1,1954,485,1049,840,0,2374,6215,741,856,311,1,1909,486,1040,799,0,2325
Newton,12,41.30%,34.10%,15.20%,40.30%,32.80%,15.40%,4135,930,794,519,1,2244,167,411,365,0,943,4135,921,802,514,1,2238,168,391,347,0,906
Newton,13,84.00%,81.60%,72.40%,84.60%,81.90%,74.10%,5428,228,309,173,0,710,596,1366,907,3,2872,5428,210,299,161,0,670,598,1357,885,3,2843
Newton,14,44.00%,29.00%,13.80%,43.50%,27.50%,14.60%,2177,720,294,210,3,1227,116,120,165,0,401,2177,701,296,203,2,1202,120,112,156,0,388
Newton,15,35.40%,11.60%,6.60%,31.90%,12.10%,6.90%,1524,774,168,124,0,1066,55,22,68,0,145,1524,773,167,128,0,1068,57,23,60,0,140
Newton,16,47.30%,19.20%,11.70%,43.50%,19.20%,13.20%,784,386,59,49,0,494,51,14,44,0,109,784,380,59,52,0,491,58,14,40,0,112
Newton,17,48.50%,31.10%,21.60%,47.80%,29.40%,22.50%,2418,544,376,283,1,1204,150,170,266,0,586,2418,535,377,277,0,1189,154,157,254,1,566
Newton,18,63.10%,47.20%,33.10%,62.30%,48.10%,33.10%,3658,578,502,216,1,1297,286,449,369,1,1105,3658,570,488,214,1,1273,281,452,353,1,1087
Newton,19,70.80%,55.40%,44.10%,71.20%,55.30%,45.40%,4839,529,574,291,1,1395,417,712,705,1,1835,4839,505,568,275,1,1349,419,703,681,1,1804
Newton,20,77.40%,78.10%,66.00%,78.60%,79.00%,67.90%,4969,257,320,228,0,805,498,1138,780,0,2416,4969,240,304,205,0,749,507,1146,751,0,2404
Newton,23,89.00%,87.00%,84.90%,89.10%,87.70%,84.60%,2953,68,100,63,2,233,394,669,509,1,1573,2953,68,94,60,2,224,385,668,490,1,1544
Newton,24,89.00%,88.70%,81.90%,90.10%,89.00%,82.60%,4977,124,168,107,0,399,558,1319,864,2,2743,4977,117,161,92,0,370,554,1300,840,1,2695
Newton,25,29.50%,23.20%,9.80%,27.40%,22.00%,9.50%,2374,854,413,292,1,1560,93,125,122,0,340,2374,849,419,291,0,1559,89,118,110,0,317
Oconee,1,57.60%,37.60%,28.40%,53.00%,35.40%,26.60%,3910,244,1298,312,0,1854,97,783,423,0,1303,3910,246,1343,338,0,1927,89,735,381,0,1205
Oconee,2,51.90%,26.90%,16.80%,48.10%,24.90%,16.00%,1847,182,749,169,1,1101,37,275,182,0,494,1847,178,765,175,0,1118,34,254,162,0,450
Oconee,3,46.70%,19.30%,15.90%,43.80%,18.00%,15.40%,1397,217,528,129,0,874,41,126,113,0,280,1397,214,533,131,0,878,39,117,102,0,258
Oconee,4,57.40%,28.00%,13.30%,57.70%,25.30%,13.50%,737,144,231,46,0,421,22,90,62,0,174,737,141,236,44,0,421,22,80,60,0,162
Oconee,5,56.10%,26.80%,23.00%,50.90%,24.60%,19.50%,1938,193,747,145,1,1086,57,274,185,1,517,1938,201,765,159,1,1126,48,249,165,1,463
Oconee,6,46.20%,26.90%,18.40%,42.50%,23.90%,16.30%,1939,200,816,161,0,1177,45,300,138,0,483,1939,200,845,168,0,1213,39,265,124,0,428
Oconee,7,46.60%,24.50%,13.00%,37.60%,22.00%,9.70%,1244,160,503,109,0,772,24,163,95,0,282,1244,167,520,123,0,810,18,147,74,0,239
Oconee,8,40.90%,19.50%,13.50%,37.60%,18.30%,11.60%,3541,418,1574,317,0,2309,64,382,219,1,666,3541,425,1598,328,0,2351,55,359,198,1,613
Oconee,9,46.10%,26.70%,22.60%,44.70%,25.20%,21.90%,2384,287,800,212,0,1299,84,292,181,0,557,2384,289,812,207,0,1308,81,273,167,0,521
Oconee,10,52.70%,28.20%,26.80%,47.80%,26.20%,23.10%,4091,242,1492,482,1,2217,89,585,537,0,1211,4091,259,1534,524,1,2318,78,544,479,0,1101
Oconee,11,62.90%,32.50%,40.70%,58.70%,30.30%,37.00%,2647,112,900,205,0,1217,77,433,347,0,857,2647,119,937,227,0,1283,70,407,322,0,799
Oconee,12,55.50%,32.00%,23.40%,50.70%,29.40%,23.40%,4396,281,1578,409,0,2268,86,741,511,0,1338,4396,279,1626,450,0,2355,85,678,463,0,1226
Oglethorpe,BV,47.70%,24.40%,21.90%,46.90%,23.60%,22.20%,3509,479,1059,297,0,1835,134,341,271,0,746,3509,467,1051,289,0,1807,133,325,255,0,713
Oglethorpe,CR,49.30%,26.50%,32.30%,46.90%,26.10%,33.10%,3044,267,953,246,1,1467,128,343,239,0,710,3044,258,934,246,1,1439,128,330,217,0,675
Oglethorpe,LX,47.00%,22.90%,33.10%,47.10%,22.40%,31.20%,4291,315,1572,403,1,2291,155,466,358,1,980,4291,321,1549,383,1,2254,144,448,341,2,935
Paulding,0001B,32.60%,14.90%,16.10%,32.00%,14.60%,15.00%,6242,619,2801,611,5,4036,119,489,296,1,905,6242,604,2781,595,4,3984,105,474,280,2,861
Paulding,0002C,47.00%,22.30%,24.50%,44.00%,21.50%,23.60%,3662,319,1478,408,1,2206,103,425,362,1,891,3662,316,1479,409,1,2205,98,405,322,0,825
Paulding,0003C,52.80%,33.00%,27.70%,53.20%,32.60%,27.60%,5095,469,1641,424,3,2537,179,809,474,2,1464,5095,455,1628,405,3,2491,174,789,460,1,1424
Paulding,0004C,49.00%,27.50%,23.80%,47.30%,27.20%,24.90%,8243,706,2767,992,4,4469,220,1052,955,2,2229,8243,686,2743,983,4,4416,226,1023,883,3,2135
Paulding,0005C,58.10%,32.30%,27.80%,56.50%,33.00%,28.80%,5972,511,1838,405,6,2760,196,876,561,3,1636,5972,496,1786,404,6,2692,201,881,524,2,1608
Paulding,0006B,50.20%,36.20%,32.50%,48.50%,35.80%,33.00%,4443,313,1084,454,1,1852,147,615,457,4,1223,4443,305,1074,441,1,1821,147,599,416,4,1166
Paulding,0007B,54.80%,36.80%,37.60%,53.90%,37.40%,38.10%,10774,642,2750,833,8,4233,388,1600,1009,3,3000,10774,617,2675,801,8,4101,381,1597,935,3,2916
Paulding,0008C,46.60%,26.30%,24.50%,46.10%,26.40%,24.40%,11546,1035,3651,1166,4,5856,336,1302,1019,1,2658,11546,1010,3600,1116,4,5730,327,1288,955,1,2571
Paulding,0009B,72.80%,61.10%,52.10%,72.00%,60.50%,53.80%,4923,229,753,296,3,1281,249,1182,792,3,2226,4923,220,751,288,3,1262,257,1151,741,3,2152
Paulding,0010B,66.90%,51.30%,48.10%,66.30%,51.70%,49.10%,4825,270,954,292,0,1516,249,1004,589,1,1843,4825,257,931,284,0,1472,247,998,558,1,1804
Paulding,0011C,62.30%,32.50%,33.30%,62.40%,32.60%,34.50%,7137,503,2230,381,2,3116,251,1076,629,1,1957,7137,488,2202,361,2,3053,257,1067,600,1,1925
Paulding,0012C,48.20%,22.50%,21.20%,47.60%,22.50%,21.00%,10070,1097,3269,763,4,5133,290,950,711,7,1958,10070,1069,3218,738,4,5029,279,932,671,6,1888
Paulding,0013B,53.40%,31.50%,30.70%,53.20%,31.20%,32.00%,5833,500,1649,433,6,2588,221,758,496,3,1478,5833,470,1641,411,6,2528,221,744,468,3,1436
Paulding,0014B,32.70%,14.10%,14.90%,30.50%,14.00%,14.60%,5911,703,2345,574,4,3626,123,384,279,1,787,5911,697,2305,570,3,3575,119,375,250,1,745
Paulding,0015C,43.10%,18.20%,13.60%,43.10%,19.10%,14.20%,2547,364,897,185,3,1449,58,199,140,0,397,2547,359,873,173,3,1408,60,206,131,0,397
Paulding,0016C,43.10%,20.20%,16.40%,42.30%,19.90%,17.60%,4132,543,1339,325,3,2210,105,338,246,2,691,4132,521,1324,310,3,2158,110,329,227,2,668
Paulding,0017C,51.10%,23.50%,20.20%,48.40%,23.00%,21.70%,2748,300,957,269,0,1526,75,294,281,1,651,2748,292,950,268,0,1510,80,284,251,1,616
Paulding,0018C,43.10%,34.60%,39.60%,42.50%,34.40%,41.80%,2761,169,783,290,0,1242,110,414,220,1,745,2761,159,767,276,0,1202,114,403,204,0,721
Paulding,0019C,67.70%,44.70%,45.20%,67.20%,44.60%,46.20%,8081,418,1988,481,2,2889,344,1609,1009,3,2965,8081,397,1981,468,2,2848,341,1593,961,2,2897
Peach,B1,54.40%,24.90%,31.80%,53.30%,24.70%,31.80%,2636,157,1118,131,2,1408,74,370,156,0,600,2636,158,1103,128,1,1390,73,361,146,1,581
Peach,B2,58.10%,32.30%,32.60%,55.60%,31.90%,34.80%,5028,251,1746,299,3,2299,121,832,415,2,1370,5028,241,1736,300,3,2280,128,814,375,2,1319
Peach,C1,39.10%,17.40%,15.90%,38.80%,17.90%,16.30%,908,174,314,53,0,541,32,66,34,1,133,908,175,311,52,0,538,33,68,33,1,135
Peach,F1,72.00%,56.90%,62.70%,71.60%,55.40%,62.90%,2669,100,465,115,1,681,170,613,296,0,1079,2669,100,469,111,1,681,171,582,280,0,1033
Peach,F2,79.30%,60.10%,64.50%,78.80%,58.70%,60.90%,2670,92,395,76,1,564,169,595,291,0,1055,2670,101,401,76,1,579,159,571,282,0,1012
Peach,F3,90.50%,79.00%,89.30%,89.40%,77.80%,85.70%,2720,26,192,48,0,266,215,723,459,2,1399,2720,34,200,52,0,286,203,702,439,1,1345
Peach,P1,50.60%,24.90%,15.60%,48.30%,24.80%,17.90%,1365,154,498,88,3,743,28,165,90,1,284,1365,148,489,89,3,729,32,161,83,1,277
Pickens,1,46.70%,17.80%,12.00%,42.20%,16.10%,10.90%,3571,791,968,302,0,2061,108,210,265,0,583,3571,786,977,317,0,2080,96,188,231,0,515
Pickens,2,44.00%,16.80%,13.60%,41.40%,15.60%,13.10%,2616,585,692,308,1,1586,92,140,242,0,474,2616,584,693,309,1,1587,88,128,218,0,434
Pickens,3,32.50%,15.10%,11.30%,30.90%,15.20%,11.10%,1933,392,584,160,0,1136,50,104,77,0,231,1933,385,580,159,0,1124,48,104,71,0,223
Pickens,4,32.50%,12.30%,7.70%,33.20%,12.80%,8.20%,2490,560,767,172,0,1499,47,108,83,0,238,2490,546,745,167,0,1458,49,109,83,0,241
Pickens,5,34.40%,14.10%,10.60%,32.90%,13.60%,10.50%,2042,519,578,160,2,1259,62,95,84,0,241,2042,519,577,159,2,1257,61,91,78,0,230
Pickens,6,28.00%,11.00%,8.00%,31.10%,9.20%,7.80%,825,310,145,36,0,491,27,18,14,0,59,825,309,148,31,0,488,26,15,14,0,55
Pickens,7,42.70%,10.90%,6.70%,41.80%,10.60%,7.20%,1145,503,197,55,0,755,36,24,41,0,101,1145,488,195,53,0,736,38,23,38,0,99
Pickens,8,27.90%,9.40%,4.80%,32.60%,9.70%,6.20%,721,315,96,31,0,442,16,10,12,0,38,721,301,93,29,0,423,20,10,14,0,44
Pickens,9,37.90%,12.90%,9.60%,36.90%,14.10%,10.40%,1474,415,364,87,0,866,44,54,53,0,151,1474,405,354,89,0,848,47,58,52,0,157
