County,Precinct,Biden VBM,Biden EV,Biden ED,Ossoff VBM,Ossoff EV,Ossoff ED,Registered Voters,Trump Election Day Votes,Trump Advanced Voting Votes,Trump Absentee by Mail Votes,Trump Provisional Votes,Trump Total Votes,Biden Election Day Votes,Biden Advanced Voting Votes,Biden Absentee by Mail Votes,Biden Provisional Votes,Biden Total Votes,Registered Voters,Perdue Election Day Votes,Perdue Advanced Voting Votes,Perdue Absentee by Mail Votes,Perdue Provisional Votes,Perdue Total Votes,Ossoff Election Day Votes,Ossoff Advanced Voting Votes,Ossoff Absentee by Mail Votes,Ossoff Provisional Votes,Ossoff Total Votes
Chattahoochee,1,55.70%,43.50%,34.00%,55.10%,42.80%,35.00%,0,291,455,132,2,880,150,350,166,1,667,0,279,445,124,2,850,149,333,152,2,636
Chattooga,1083,62.50%,24.80%,22.50%,65.80%,27.00%,30.60%,248,31,85,15,0,131,9,28,25,0,62,248,25,81,13,0,119,11,30,25,0,66
Chattooga,1216,46.20%,12.90%,8.20%,38.50%,13.40%,10.40%,186,45,61,7,0,113,4,9,6,0,19,186,43,58,8,0,109,5,9,5,0,19
Chattooga,1382,62.50%,4.20%,10.80%,57.10%,4.20%,13.40%,169,74,23,3,0,100,8,1,5,1,15,169,71,23,3,0,97,10,1,4,1,16
Chattooga,1484,37.60%,13.60%,13.50%,33.30%,13.50%,15.30%,934,215,267,53,2,537,34,42,32,0,108,934,210,257,52,1,520,38,40,26,0,104
Chattooga,870,34.50%,12.20%,10.90%,35.50%,13.60%,12.30%,3496,581,1171,254,1,2007,71,163,134,0,368,3496,557,1129,242,1,1929,78,178,133,0,389
Chattooga,925,40.10%,19.80%,21.40%,40.60%,20.40%,21.60%,5155,548,1671,422,2,2643,149,412,283,1,845,5155,536,1625,398,1,2560,147,417,272,1,837
Chattooga,927,25.80%,6.50%,5.30%,29.40%,7.70%,6.50%,593,89,257,66,0,412,5,18,23,0,46,593,87,252,60,0,399,6,21,25,0,52
Chattooga,940,37.80%,13.40%,9.80%,37.40%,14.30%,11.70%,897,259,265,74,0,598,28,41,45,0,114,897,249,257,72,0,578,33,43,43,0,119
Chattooga,961,14.30%,10.40%,5.70%,14.30%,12.80%,9.10%,138,33,43,18,0,94,2,5,3,0,10,138,30,41,18,0,89,3,6,3,0,12
Chattooga,962,26.90%,8.10%,4.40%,27.40%,8.20%,5.60%,489,174,124,49,1,348,8,11,18,0,37,489,167,123,45,1,336,10,11,17,0,38
Chattooga,968,32.00%,17.50%,10.20%,32.70%,18.80%,10.80%,872,264,217,70,0,551,30,46,33,0,109,872,256,208,66,0,530,31,48,32,0,111
Chattooga,C-968,45.00%,26.00%,5.60%,43.30%,26.40%,8.90%,378,84,108,33,0,225,5,38,27,0,70,378,82,103,34,0,219,8,37,26,0,71
